GEO.id,GEO.id2,GEO.display-label,EST_VC02,MOE_VC02,EST_VC03,MOE_VC03,EST_VC04,MOE_VC04,EST_VC05,MOE_VC05,EST_VC06,MOE_VC06,EST_VC07,MOE_VC07,EST_VC09,MOE_VC09,EST_VC10,MOE_VC10,EST_VC11,MOE_VC11,EST_VC12,MOE_VC12,EST_VC13,MOE_VC13,EST_VC14,MOE_VC14,EST_VC15,MOE_VC15,EST_VC16,MOE_VC16,EST_VC17,MOE_VC17,EST_VC18,MOE_VC18,EST_VC20,MOE_VC20,EST_VC21,MOE_VC21,EST_VC22,MOE_VC22,EST_VC23,MOE_VC23,EST_VC24,MOE_VC24,EST_VC25,MOE_VC25,EST_VC26,MOE_VC26,EST_VC27,MOE_VC27,EST_VC28,MOE_VC28,EST_VC29,MOE_VC29,EST_VC30,MOE_VC30,EST_VC31,MOE_VC31,EST_VC33,MOE_VC33,EST_VC34,MOE_VC34,EST_VC35,MOE_VC35,EST_VC36,MOE_VC36,EST_VC37,MOE_VC37,EST_VC38,MOE_VC38,EST_VC39,MOE_VC39,EST_VC41,MOE_VC41,EST_VC42,MOE_VC42,EST_VC44,MOE_VC44,EST_VC45,MOE_VC45,EST_VC46,MOE_VC46,EST_VC47,MOE_VC47,EST_VC49,MOE_VC49,EST_VC50,MOE_VC50,EST_VC52,MOE_VC52,EST_VC53,MOE_VC53,EST_VC55,MOE_VC55,EST_VC56,MOE_VC56,EST_VC57,MOE_VC57,EST_VC58,MOE_VC58,EST_VC59,MOE_VC59,EST_VC60,MOE_VC60,EST_VC61,MOE_VC61,EST_VC62,MOE_VC62,EST_VC64,MOE_VC64,EST_VC65,MOE_VC65,EST_VC66,MOE_VC66,EST_VC67,MOE_VC67,EST_VC68,MOE_VC68,EST_VC69,MOE_VC69,EST_VC70,MOE_VC70,EST_VC71,MOE_VC71,EST_VC73,MOE_VC73,EST_VC74,MOE_VC74,EST_VC75,MOE_VC75,EST_VC76,MOE_VC76,EST_VC77,MOE_VC77,EST_VC78,MOE_VC78,EST_VC79,MOE_VC79,EST_VC81,MOE_VC81,EST_VC82,MOE_VC82,EST_VC83,MOE_VC83,EST_VC85,MOE_VC85,EST_VC86,MOE_VC86,EST_VC87,MOE_VC87,EST_VC88,MOE_VC88,EST_VC89,MOE_VC89,EST_VC90,MOE_VC90,EST_VC91,MOE_VC91,EST_VC93,MOE_VC93,EST_VC94,MOE_VC94,EST_VC95,MOE_VC95,EST_VC96,MOE_VC96,EST_VC97,MOE_VC97,EST_VC98,MOE_VC98,EST_VC99,MOE_VC99,EST_VC101,MOE_VC101,EST_VC102,MOE_VC102,EST_VC103,MOE_VC103,EST_VC104,MOE_VC104,EST_VC105,MOE_VC105,EST_VC106,MOE_VC106,EST_VC107,MOE_VC107,EST_VC108,MOE_VC108,EST_VC109,MOE_VC109,EST_VC110,MOE_VC110,EST_VC111,MOE_VC111,EST_VC112,MOE_VC112,EST_VC114,MOE_VC114,EST_VC115,MOE_VC115,EST_VC116,MOE_VC116,EST_VC117,MOE_VC117,EST_VC118,MOE_VC118,EST_VC119,MOE_VC119,EST_VC120,MOE_VC120,EST_VC121,MOE_VC121,EST_VC122,MOE_VC122,EST_VC123,MOE_VC123,EST_VC124,MOE_VC124,EST_VC125,MOE_VC125,EST_VC126,MOE_VC126,EST_VC127,MOE_VC127,EST_VC128,MOE_VC128,EST_VC129,MOE_VC129,EST_VC130,MOE_VC130,EST_VC131,MOE_VC131,EST_VC132,MOE_VC132,EST_VC133,MOE_VC133,EST_VC134,MOE_VC134,EST_VC135,MOE_VC135,EST_VC136,MOE_VC136,EST_VC137,MOE_VC137,EST_VC138,MOE_VC138,EST_VC139,MOE_VC139,EST_VC140,MOE_VC140,EST_VC141,MOE_VC141
Id,Id2,Geography,Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school,Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school,"Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool","Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool",Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Kindergarten,Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Kindergarten,Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades 1-8),Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades 1-8),Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12),Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12),Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school,Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over,Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than 9th grade,Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than 9th grade,"Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - 9th to 12th grade, no diploma","Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - 9th to 12th grade, no diploma",Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency),Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency),"Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college, no degree","Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college, no degree",Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Associate's degree,Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Associate's degree,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree,Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree,Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Percent high school graduate or higher,Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Percent high school graduate or higher,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Percent bachelor's degree or higher,Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Percent bachelor's degree or higher,Estimate; MARITAL STATUS - Males 15 years and over,Margin of Error; MARITAL STATUS - Males 15 years and over,Estimate; MARITAL STATUS - Males 15 years and over - Never married,Margin of Error; MARITAL STATUS - Males 15 years and over - Never married,"Estimate; MARITAL STATUS - Males 15 years and over - Now married, except separated","Margin of Error; MARITAL STATUS - Males 15 years and over - Now married, except separated",Estimate; MARITAL STATUS - Males 15 years and over - Separated,Margin of Error; MARITAL STATUS - Males 15 years and over - Separated,Estimate; MARITAL STATUS - Males 15 years and over - Widowed,Margin of Error; MARITAL STATUS - Males 15 years and over - Widowed,Estimate; MARITAL STATUS - Males 15 years and over - Divorced,Margin of Error; MARITAL STATUS - Males 15 years and over - Divorced,Estimate; MARITAL STATUS - Females 15 years and over,Margin of Error; MARITAL STATUS - Females 15 years and over,Estimate; MARITAL STATUS - Females 15 years and over - Never married,Margin of Error; MARITAL STATUS - Females 15 years and over - Never married,"Estimate; MARITAL STATUS - Females 15 years and over - Now married, except separated","Margin of Error; MARITAL STATUS - Females 15 years and over - Now married, except separated",Estimate; MARITAL STATUS - Females 15 years and over - Separated,Margin of Error; MARITAL STATUS - Females 15 years and over - Separated,Estimate; MARITAL STATUS - Females 15 years and over - Widowed,Margin of Error; MARITAL STATUS - Females 15 years and over - Widowed,Estimate; MARITAL STATUS - Females 15 years and over - Divorced,Margin of Error; MARITAL STATUS - Females 15 years and over - Divorced,Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months,Margin of Error; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months,"Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Unmarried women (widowed, divorced, and never married)","Margin of Error; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Unmarried women (widowed, divorced, and never married)","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 unmarried women","Margin of Error; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 unmarried women","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 50 years old","Margin of Error; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 50 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 19 years old","Margin of Error; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 19 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 20 to 34 years old","Margin of Error; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 20 to 34 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 35 to 50 years old","Margin of Error; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 35 to 50 years old",Estimate; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years in households,Margin of Error; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years in households,Estimate; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years in households - Responsible for grandchildren,Margin of Error; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years in households - Responsible for grandchildren,Estimate; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years in households - Years responsible for grandchildren - Less than 1 year,Margin of Error; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years in households - Years responsible for grandchildren - Less than 1 year,Estimate; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years in households - Years responsible for grandchildren - 1 or 2 years,Margin of Error; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years in households - Years responsible for grandchildren - 1 or 2 years,Estimate; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years in households - Years responsible for grandchildren - 3 or 4 years,Margin of Error; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years in households - Years responsible for grandchildren - 3 or 4 years,Estimate; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years in households - Years responsible for grandchildren - 5 or more years,Margin of Error; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years in households - Years responsible for grandchildren - 5 or more years,Estimate; GRANDPARENTS - Characteristics of grandparents responsible for own grandchildren under 18 years - Who are female,Margin of Error; GRANDPARENTS - Characteristics of grandparents responsible for own grandchildren under 18 years - Who are female,Estimate; GRANDPARENTS - Characteristics of grandparents responsible for own grandchildren under 18 years - Who are married,Margin of Error; GRANDPARENTS - Characteristics of grandparents responsible for own grandchildren under 18 years - Who are married,Estimate; VETERAN STATUS - Civilian population 18 years and over,Margin of Error; VETERAN STATUS - Civilian population 18 years and over,Estimate; VETERAN STATUS - Civilian population 18 years and over - Civilian veterans,Margin of Error; VETERAN STATUS - Civilian population 18 years and over - Civilian veterans,Estimate; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 5 years and over,Margin of Error; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 5 years and over,Estimate; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 5 years and over - With a disability,Margin of Error; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 5 years and over - With a disability,Estimate; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 5 to 15 years,Margin of Error; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 5 to 15 years,Estimate; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 5 to 15 years - With a disability,Margin of Error; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 5 to 15 years - With a disability,Estimate; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 16 to 64 years,Margin of Error; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 16 to 64 years,Estimate; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 16 to 64 years - With a disability,Margin of Error; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 16 to 64 years - With a disability,Estimate; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 65 years and over,Margin of Error; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 65 years and over,Estimate; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 65 years and over - With a disability,Margin of Error; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 65 years and over - With a disability,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over - Same house,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over - Same house,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S.,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S.,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Same county,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Same county,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county - Same state,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county - Same state,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county - Different state,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county - Different state,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over - Abroad,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over - Abroad,Estimate; PLACE OF BIRTH - Total population,Margin of Error; PLACE OF BIRTH - Total population,Estimate; PLACE OF BIRTH - Total population - Native,Margin of Error; PLACE OF BIRTH - Total population - Native,Estimate; PLACE OF BIRTH - Total population - Native - Born in United States,Margin of Error; PLACE OF BIRTH - Total population - Native - Born in United States,Estimate; PLACE OF BIRTH - Total population - Native - Born in United States - State of residence,Margin of Error; PLACE OF BIRTH - Total population - Native - Born in United States - State of residence,Estimate; PLACE OF BIRTH - Total population - Native - Born in United States - Different state,Margin of Error; PLACE OF BIRTH - Total population - Native - Born in United States - Different state,"Estimate; PLACE OF BIRTH - Total population - Native - Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","Margin of Error; PLACE OF BIRTH - Total population - Native - Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Estimate; PLACE OF BIRTH - Total population - Foreign born,Margin of Error; PLACE OF BIRTH - Total population - Foreign born,Estimate; U.S. CITIZENSHIP STATUS - Foreign-born population,Margin of Error; U.S. CITIZENSHIP STATUS - Foreign-born population,Estimate; U.S. CITIZENSHIP STATUS - Foreign-born population - Naturalized U.S. citizen,Margin of Error; U.S. CITIZENSHIP STATUS - Foreign-born population - Naturalized U.S. citizen,Estimate; U.S. CITIZENSHIP STATUS - Foreign-born population - Not a U.S. citizen,Margin of Error; U.S. CITIZENSHIP STATUS - Foreign-born population - Not a U.S. citizen,Estimate; YEAR OF ENTRY - Population born outside the United States,Margin of Error; YEAR OF ENTRY - Population born outside the United States,Estimate; YEAR OF ENTRY - Population born outside the United States - Native,Margin of Error; YEAR OF ENTRY - Population born outside the United States - Native,Estimate; YEAR OF ENTRY - Population born outside the United States - Native - Entered 2000 or later,Margin of Error; YEAR OF ENTRY - Population born outside the United States - Native - Entered 2000 or later,Estimate; YEAR OF ENTRY - Population born outside the United States - Native - Entered before 2000,Margin of Error; YEAR OF ENTRY - Population born outside the United States - Native - Entered before 2000,Estimate; YEAR OF ENTRY - Population born outside the United States - Foreign born,Margin of Error; YEAR OF ENTRY - Population born outside the United States - Foreign born,Estimate; YEAR OF ENTRY - Population born outside the United States - Foreign born - Entered 2000 or later,Margin of Error; YEAR OF ENTRY - Population born outside the United States - Foreign born - Entered 2000 or later,Estimate; YEAR OF ENTRY - Population born outside the United States - Foreign born - Entered before 2000,Margin of Error; YEAR OF ENTRY - Population born outside the United States - Foreign born - Entered before 2000,"Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea","Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea","Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Europe","Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Europe","Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Asia","Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Asia","Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Africa","Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Africa","Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Oceania","Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Oceania","Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Latin America","Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Latin America","Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Northern America","Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Northern America",Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over,Margin of Error; LANGUAGE SPOKEN AT HOME - Population 5 years and over,Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over - English only,Margin of Error; LANGUAGE SPOKEN AT HOME - Population 5 years and over - English only,Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English,Margin of Error; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English,"Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Speak English less than ""very well""","Margin of Error; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Speak English less than ""very well""",Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Spanish,Margin of Error; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Spanish,"Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Spanish - Speak English less than ""very well""","Margin of Error; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Spanish - Speak English less than ""very well""",Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Other Indo-European languages,Margin of Error; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Other Indo-European languages,"Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Other Indo-European languages - Speak English less than ""very well""","Margin of Error; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Other Indo-European languages - Speak English less than ""very well""",Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Asian and Pacific Islander languages,Margin of Error; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Asian and Pacific Islander languages,"Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Asian and Pacific Islander languages - Speak English less than ""very well""","Margin of Error; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Asian and Pacific Islander languages - Speak English less than ""very well""",Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Other languages,Margin of Error; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Other languages,"Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Other languages - Speak English less than ""very well""","Margin of Error; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Other languages - Speak English less than ""very well""",Estimate; ANCESTRY - Total population,Margin of Error; ANCESTRY - Total population,Estimate; ANCESTRY - Total population - American,Margin of Error; ANCESTRY - Total population - American,Estimate; ANCESTRY - Total population - Arab,Margin of Error; ANCESTRY - Total population - Arab,Estimate; ANCESTRY - Total population - Czech,Margin of Error; ANCESTRY - Total population - Czech,Estimate; ANCESTRY - Total population - Danish,Margin of Error; ANCESTRY - Total population - Danish,Estimate; ANCESTRY - Total population - Dutch,Margin of Error; ANCESTRY - Total population - Dutch,Estimate; ANCESTRY - Total population - English,Margin of Error; ANCESTRY - Total population - English,Estimate; ANCESTRY - Total population - French (except Basque),Margin of Error; ANCESTRY - Total population - French (except Basque),Estimate; ANCESTRY - Total population - French Canadian,Margin of Error; ANCESTRY - Total population - French Canadian,Estimate; ANCESTRY - Total population - German,Margin of Error; ANCESTRY - Total population - German,Estimate; ANCESTRY - Total population - Greek,Margin of Error; ANCESTRY - Total population - Greek,Estimate; ANCESTRY - Total population - Hungarian,Margin of Error; ANCESTRY - Total population - Hungarian,Estimate; ANCESTRY - Total population - Irish,Margin of Error; ANCESTRY - Total population - Irish,Estimate; ANCESTRY - Total population - Italian,Margin of Error; ANCESTRY - Total population - Italian,Estimate; ANCESTRY - Total population - Lithuanian,Margin of Error; ANCESTRY - Total population - Lithuanian,Estimate; ANCESTRY - Total population - Norwegian,Margin of Error; ANCESTRY - Total population - Norwegian,Estimate; ANCESTRY - Total population - Polish,Margin of Error; ANCESTRY - Total population - Polish,Estimate; ANCESTRY - Total population - Portuguese,Margin of Error; ANCESTRY - Total population - Portuguese,Estimate; ANCESTRY - Total population - Russian,Margin of Error; ANCESTRY - Total population - Russian,Estimate; ANCESTRY - Total population - Scotch-Irish,Margin of Error; ANCESTRY - Total population - Scotch-Irish,Estimate; ANCESTRY - Total population - Scottish,Margin of Error; ANCESTRY - Total population - Scottish,Estimate; ANCESTRY - Total population - Slovak,Margin of Error; ANCESTRY - Total population - Slovak,Estimate; ANCESTRY - Total population - Subsaharan African,Margin of Error; ANCESTRY - Total population - Subsaharan African,Estimate; ANCESTRY - Total population - Swedish,Margin of Error; ANCESTRY - Total population - Swedish,Estimate; ANCESTRY - Total population - Swiss,Margin of Error; ANCESTRY - Total population - Swiss,Estimate; ANCESTRY - Total population - Ukrainian,Margin of Error; ANCESTRY - Total population - Ukrainian,Estimate; ANCESTRY - Total population - Welsh,Margin of Error; ANCESTRY - Total population - Welsh,Estimate; ANCESTRY - Total population - West Indian (excluding Hispanic origin groups),Margin of Error; ANCESTRY - Total population - West Indian (excluding Hispanic origin groups)
0500000US06001,6001,"Alameda County, California",396051,6897,28051,2709,23514,2774,151469,3698,76934,3020,116083,5799,941859,761,71068,5683,61731,6390,195641,8921,172946,7560,67282,5212,222762,7965,150429,5531,85.9,0.8,39.6,1,543607,286,185910,4922,290109,5928,10238,2096,10265,1523,47085,4324,573128,145,169422,5572,277899,6549,14133,2316,48177,3042,63497,4125,20845,2416,4997,1254,27,7,56,6,13,10,94,17,37,7,29632,3221,7996,1790,1427,892,1441,763,2604,1190,2524,965,68,6.7,66.3,9.1,1058581,486,76216,3725,1313342,754,152096,6911,216142,1779,7468,1457,952945,1916,89346,5534,144255,450,55282,3034,1398650,2678,1150925,17088,232442,15164,160154,13421,72288,7907,50003,6441,22285,4208,15283,4270,1421308,*****,990551,10061,975515,10038,698822,12399,276693,8675,15036,2351,430757,10061,430757,10061,213918,8537,216839,9569,445793,10038,15036,2351,2051,1000,12985,2213,430757,10061,83277,8699,347480,9122,430757,10061,32169,5125,243837,6243,10934,3631,7659,1765,130457,7644,5701,1503,1314400,527,781822,12200,532578,12195,257349,12299,207854,8031,111297,8142,89044,10130,31346,6691,219687,9780,111323,6455,15993,3718,3383,1320,1421308,*****,24256,3594,11002,2826,2990,1038,6703,1358,13439,2645,92288,6398,27233,3359,4262,1134,123136,8265,6274,2156,3833,1153,104695,8098,59667,5650,2311,667,14353,2217,21125,3494,34899,4200,19336,2944,15439,2380,22272,2624,1065,774,20771,4964,19281,2923,3739,993,3235,1098,7265,1720,2530,993
0500000US06007,6007,"Butte County, California",64894,3389,3169,1069,2675,649,20789,1131,11580,1078,26681,2803,131405,821,6253,1162,9850,1241,32311,2608,36956,2566,11348,1440,23549,2584,11138,1711,87.7,1.3,26.4,2.1,82711,893,30725,1759,40515,2334,1666,1089,1816,548,7989,1962,87126,715,25653,1602,39076,2326,2450,1084,8544,764,11403,1575,3225,1197,1217,629,41,21,60,23,75,78,85,36,29,21,3011,796,1307,605,239,234,430,332,268,268,370,315,48.6,10.1,88.8,12.1,160874,578,22417,1919,195684,776,38530,3185,27936,929,2248,622,137358,1080,23453,3078,30390,441,12829,1107,205391,779,160379,5253,44419,5337,29090,4269,15329,3296,13019,3037,2310,1303,593,279,207937,*****,193324,1969,191401,2032,141347,3701,50054,3188,1923,712,14613,1969,14613,1969,6473,1383,8140,1828,16536,2032,1923,712,24,40,1899,711,14613,1969,1604,777,13009,1789,N,N,N,N,N,N,N,N,N,N,N,N,N,N,195797,746,167324,3043,28473,3004,10439,2214,17293,1996,7061,1638,5954,1657,1026,501,4359,1813,1947,1395,867,1257,405,622,207937,*****,12801,3194,367,265,418,330,2748,1054,6556,1941,29632,3461,8285,1748,769,447,40338,3821,943,617,843,1131,31539,3368,12765,2331,183,190,5012,1412,3513,1544,4031,1333,2084,952,6713,1742,8380,1775,0,293,144,129,5825,1278,1455,1068,569,485,1198,605,0,293
0500000US06013,6013,"Contra Costa County, California",284773,5660,19554,2230,16487,2801,116462,3392,64498,2576,67772,5308,658892,562,32041,4667,44791,4955,132996,8029,147165,5777,52854,4265,157927,6060,91118,4230,88.3,1,37.8,1.2,383145,621,116052,4517,221878,6122,7723,1810,8498,1432,28994,2523,406846,656,105545,4249,216423,5273,7891,1731,32522,2270,44465,3093,11117,1870,2987,936,25,8,44,7,5,6,80,17,28,8,21465,3153,9043,2205,1267,647,2446,1250,1856,1067,3474,1356,57.9,5,83.6,6.9,742951,518,64584,4175,937498,652,120328,5543,164843,1979,8314,1474,662009,2109,71456,4274,110646,434,40558,2529,995745,1830,827848,13441,160511,13005,105775,11849,54736,6857,40390,5805,14346,4253,7386,2548,1006486,*****,773608,9263,762407,8829,537348,9182,225059,8850,11201,1889,232878,9263,232878,9263,119395,7227,113483,8904,244079,8829,11201,1889,1839,768,9362,1629,232878,9263,41801,6837,191077,8758,232878,9263,27267,3815,94222,4379,3923,1350,2654,1057,99511,5916,5301,2200,938226,409,646149,8497,292077,8442,124647,7672,155170,5772,78144,6277,55041,6284,13690,2749,76422,5319,31616,3918,5444,1551,1197,566,1006486,*****,23804,4025,5715,2380,3862,1142,6816,1345,13934,2830,94320,6899,30627,4043,3450,963,133413,8991,7340,1754,5238,1679,105397,7186,65010,6552,1632,731,18121,3156,17058,2396,18539,3238,14834,2226,15591,2561,16268,2208,704,427,14886,3168,20647,2659,4658,1426,2861,1157,9245,1904,1465,698
